"Text","doc_id"
"ethic behavior communication will evaluate thing make competent professional equally important quality","1387"
"dental school course exponential academic personal growth","1388"
"start clinic realize little actually know","1389"
"really bring new perspecitve much room grow much learn","1390"
"great experience look forward progress come","1391"
"aim become confident competent oral health practitioner able build last relationship colleague mentor patient","1392"
"time school clinic crucial learn balance skill build meaningful patientdoctor relationship still learn efficient work business set","1393"
"important us decide kind dentist colleague want perceive","1394"
"hope grow person practitioner eventually transition gpr program sstate new york","1395"
"patient believe correct ethical grind healthcare professional give","1396"
"go situation personal interest will conflict ethical code follow","1397"
"professional oral care provider mean put patient center progression become dentist","1398"
"will help us solidify identity ethical situation determine personality professional career","1399"
"ethic clinic set little bite different","1400"
"want able good patient sometimes patient factor prevent","1401"
"example just patient receive crown approve financial manager prior send fabrication","1402"
"crown deliver receive email state crown cover patient will bill accordingly","1403"
"feel patient wrong force pay procedure preapproved time something can rectify","1404"
"become professional mean strive become competent oral healthcare provider","1405"
"competent dentist need great skill hand also encompass various skill","1406"
"establish foundation communication ethic integrity respect critical develop great dentist excel manual proficiency also deliver high level care good way possible","1407"
"reflection hasnt change since have","1408"
"have year difficult yet fruitful experience professional progress","1409"
"didactic course provide histology physiology body system preclinic course expose us fundamental concept dentistry learn experience procedure will perform future","1410"
"ethic have leadership seminar sapl clinical seminar provide us information can help us build identity professional healthcare provider","1411"
"have year probably difficult academic year entire career","1412"
"however help change cram study habit balance one","1413"
"introduction clinic nervewrecking first get use","1414"
"have year start really slow im begin catch pace","1415"
"use content patient lodge locker room area now try hard see patient force busy","1416"
"several goal dental student nyucd","1417"
"want develop good study habit organization skill necessary match rigorous curriculum","1418"
"primary focus learn craft great handson dentist","1419"
"wish excel clinical lab set good academic course","1420"
"want create strong network inside outside school can hopefully last throughout dental school","1421"
"graduation wish competent passionate friendly professional provide care oral health new york city","1422"
"want dentist patient can trust issue oral health issue good","1423"
"finish hard academic year career ready shift focus good clinician","1424"
"clinic slow start change way push good work hard","1425"
"personal goal have year constantly work gain clinical experience","1426"
"ethic can become challenge sometimes patient treatment clinic","1427"
"requirement meet competency take sometimes may find draft elaborate treatment plan patient actually need order benefit","1428"
"however health professional must keep mind patient interest","1429"
"far really keep ethical standard do something patient wish","1430"
"ethic communicate patient alternative treatment plan let decide go do","1431"
"ethic whats objectively right patient try change patient personal perspective may detrimental health","1432"
"ethical professional mean whats morally objectively right patient time despite condition can influence one personal opinion","1433"
"first real struggle ethic difficult patient","1434"
"always impatient aggressive admit order avoid wasnt persistent bring dental treatment","1435"
"one last communication express dissatisfaction work handle previous student dentist angrily tell numb block phone","1436"
"unethical bring patient back base treat im still obligate treat dental health professional","1437"
"now im officially treat patient clinic hope integrate everything ive learn thus far year dental school present competent knowledgeable ethical health practitioner","1438"
"besides right skill treat patient discover effective communication patient management skill can make experience treat patient much enjoyable college","1439"
"patient tell theyre motivate come visit time ready treatment can get partial denture quick","1440"
"patient first visit excite treat educational environment plenty faculty around check work student ensure good quality work produce","1441"
"however hear average can take minimally month set denture complete time material send back forth lab just tend disappear","1442"
"manage patient always explain pro con procedure need always sound knowledgeable","1443"
"always able communicate effectively term need certain kind treatment expect next","1444"
"nonetheless still one two stubborn one will say yes everything fail next two appointment","1445"
"explain doesnt work just kind put patient aside just ignore completely reach schedule appointment","1446"
"even make appointment will still warn fail appointment one time will remove permanently roster","1447"
"first start clinic wouldnt manage patient way","1448"
"treat everyone nicely wouldnt retaliate even certain patient fail show twice","1449"
"however eventually become feed kind patient ruin clinical experience able get anything do","1450"
"now become mean say finally whip patient shape","1451"
"wont let one bad apple ruin clinical experience patient stick front faculty great doctor every aspect","1452"
"regardless whether patient choose continue treatment school always get comment every new patient always make feel welcome always take time communicate do just feel like object drill","1453"
"time get brace orthodontist teenager see much improve smile bite remove know interest field dentistry can provide immediate positive result patient","1454"
"successful health professional require fine balance nice empathetic patient time forget one knowledge whats good","1455"
"professional mean act ethical professional manner place patient good interest","1456"
"doesnt mean perform technical aspect field efficient manner also mean communicate behave professional way","1457"
"sometimes stressful professional regular person everything need do professional manner even emotion feeling may sometimes get way","1458"
"professional always treat everyone equally let personal emotion influence decision task hand","1459"
"professional one competent knowledgeable specific subject area","1460"
"professional also someone treat everyone equally put aside one personal bias perform task","1461"
"health professional will judge technical skill","1462"
"will judge treat patient whole communicate","1463"
"progress see past year dental school improve communication skill","1464"
"never think communication interpersonal skill important first two year didactic study","1465"
"now discover communication important enable patient understand understand appreciate service provide","1466"
"ive learn expressive just assume people know im think time","1467"
"now treat patient clinic month now professionally mature empathetic care health professional","1468"
"usually one speak slowly express thought however front patient always take time now explain dental concept make sure know whats go theyre comfortable proceed give procedure","1469"
"even though im still process improve skill various dental procedure never expose still able retain friendly rapport patient trust treat","1470"
"confidence enable feel much comfortable im","1471"
"throughout progression year clinic develop mature understand health professional","1472"
"deal patient different background personality acquire interpersonal skill improve communication","1473"
"everything new learn experience","1474"
"now im finally senior year find make lot progress dental professional","1475"
"certain procedure never comfortable now practice exposure particular procedure confident timely efficient manner good","1476"
"theres nothing fulfill able change someones esthetics form function different discipline dentistry","1477"
"now officially transition clinic start treat patient find grow mature health practitioner","1478"
"use just memorize information solely purpose acing school exam","1479"
"now apply theoretical principle learn class case case basis manage patient","1480"
"strive now become good round clinician one can hold accountable action one whats good patient time","1481"
"almost whole year start treat patient clinic","1482"
"good satisfaction able improve patient oral health smile clinician make special difference","1483"
"besides technical aspect dentistry find patient pay attention much care much know","1484"
"im glad know im dental technician patient also friend can lend ear actually listen say good","1485"
"now im rise have definitely become familiar clinical procedure confident work","1486"
"mature last year clinic","1487"
"acquire much practical knowledge clinic faculty get textbook alone","1488"
"experience really conform say good learn experience actual practical application various procedure","1489"
"ethic morality sense right wrong many important component like harm justice etc","1490"
"always try maintain ethical professional conduct patient peer professor","1491"
"try self assess can cant","1492"
"always inform patient ideal treatment option available pro con procedure treat patient good ability","1493"
"strive continually update course knowledge field dentistry","1494"
"pay attention patient need concern deliver care apt patientethical legal practice proper documentation highly importanti also like keep update advancement profession post graduation help treat patient good","1495"
"come foreign country different teach method certain positive notion us dental school nyucd true bless hold upto expectation","1496"
"experience practice dentistry back home nyucd student come realize always scope learn long zeal","1497"
"extensive curriculum nyucd keep toe make want work even hard become one good clinician","1498"
"school experience little overwhelm begin integrate regular program","1499"
"clinically one satisfy experience come patient care learn peersprofessors mentor","1500"
"come identify lack experience certain area patient care focus work towards improve","1501"
"strive work hard treat patient good ability become good clinician","1502"
"cohesiveness group practice add strengthmy experience strengthen communication skill treat diverse population","1503"
"professionalism composite several characteristic like ethical skillful good judgmental abilitiesbeing team player possess good character perform task good one knowledge ability know delegatehaving approachable friendly demeanor critique one work good possible outcome","1504"
"want incorporate grow professional","1505"
"like spend time get know patient build rapport turn positive impact treatment outcome good patient attitude","1506"
"learn show patient care tremendous impact behavior","1507"
"professionalism also entail work together part group","1508"
"cohesiveness help anyone need attitude group practice enable gain insight team player form good foundation future profession","1509"
"go forward follow quality mention become successful professional","1510"
"professionalism also entail effective communication patient incorporate needsconcerns belief","1511"
"hope follow throughout career","1512"
"professionalism composite several characteristic like ethical skillful good judgmental abilitiesbeing team player possess good character perform task good one knowledge ability know delegatehaving approachable friendly demeanor critique one work good possible outcome","1513"
"want incorporate grow professional","1514"
"like spend time get know patient build rapport turn positive impact treatment outcome good patient attitude","1515"
"learn show patient care tremendous impact behavior","1516"
"professionalism also entail work together part group","1517"
"cohesiveness help anyone need attitude group practice enable gain insight team player form good foundation future profession","1518"
"go forward follow quality mention become successful professional","1519"
"professionalism also entail effective communication patient incorporate needsconcerns belief","1520"
"hope follow throughout career","1521"
"start nyucd feel grow professional","1522"
"try learn past mistake work together teampeer self assessmentsgroup exercise assist peer benefit immensely case presentation treatment plan exercise help think box gain datum exist patient medical condition draft complex treatment plan satisfy patient treat dentist","1523"
"gain insight insurance play importance progress note documentationi still learn way manage patient give ample time get know patient understand concern good provide good care","1524"
"come foreign country different teach method certain positive notion us dental school nyucd true bless hold upto expectation","1525"
"experience practice dentistry back home nyucd student come realize always scope learn long zeal","1526"
"extensive curriculum nyucd keep toe make want work even hard become one good clinician","1527"
"school experience little overwhelm begin integrate regular program","1528"
"clinically one satisfy experience come patient care learn peersprofessors mentor","1529"
"come identify lack experience certain area patient care work towards improve","1530"
"strive work hard treat patient good ability become good clinician","1531"
"cohesiveness group practice add strength","1532"
"experience strengthen communication skill treat diverse population","1533"
"try practice ethical comprehensive oral health care","1534"
"want become good oral health care professional possible","1535"
"difficult task feel nyucd good education clinic outreach program environment provide opportunity obtain goal","1536"
"believe way care health care field way project peer patient one","1537"
"embody professional competency skill work demeanor","1538"
"order mature professionally will take advantage nyucd offer","1539"
"will build basic foundation will develop advance knowledge expert skill set oral health care professional though education experience","1540"
"maturation will develop coursework exam preclinical clinic experience peer patient interaction peer selfassessments outreach program leadership role","1541"
"order mature professionally will take advantage nyucd offer","1542"
"will build basic foundation will develop advance knowledge expert skillset oral health care professional though education experience","1543"
"maturation will develop coursework exam preclinical clinic experience peer patient interaction peer selfassessments outreach program leadership role","1544"
"half have year wrap feel confident clinic","1545"
"apply learn far apply knowledge professional clinical experience","1546"
"include oral health care patient management bedside manner","1547"
"work skill will continue bring close towards become good oral health professional can","1548"
"wish recognize patient peer field trustworthy competent oral health care professional advocate integrity knowledge experience","1549"
"work toward goal work hard learn much possible clinical experience nyucd curriculum scientific evidence","1550"
"ethically extremely happy","1551"
"try cover mishap many awkward conversation thing turn like plan","1552"
"far honesty openness serve good","1553"
"just hope patient see always good interest mind","1554"
"commute exhaust","1555"
"find time keep school make fiance feel love keep touch family stay top patient roster schedule patient treat patient time maintain proper grade plan wed play volleyball do go crazy commute hour dayhas lot","1556"
"try tell just one year","1557"
"will worth sacrifice field love also person love everydaymy fiance","1558"
"say do feel exhaust lie ready work now future want","1559"
"stride become professional many stumble year honestly do good try correct prevent future incident","1560"
"really care work try good always improve","1561"
"professional workload continue get complex insurance patient communication lab work peer coordination","1562"
"feel continue grow slowly","1563"
"sometimes help school b appreciate","1564"
"like state right now still feel like walk baby leg clinic","1565"
"progress will start become bite independent procedure complete take new one attempt yet","1566"
"summer have know struggle","1567"
"patient lot excuse miss appointment seem always happen nice weather day","1568"
"yet like real life still money cee aspect consider","1569"
"try understand patient still achieve proper credit difficult prepare real world wher will face similar situation","1570"
NA,"1571"
"also many thing want improve still many procedure yet perform real patient endo prosth extraction etc","1572"
"procedure yet find right pt start rotation","1573"
"endo didnt get much clinical practice have simulation rather unhelpful feel like ive inadvertently postpone im afraid jump","1574"
"first endo case tuesday","1575"
"mildly anxious though ive review note shadow","1576"
"remind learn environment student every procedure will perfect good can make mistake just fix learn end world","1577"
"need good time management skill","1578"
"feel like im often rush towards end tx start panic midst get swipe write note sometimes forget critical thing","1579"
"guess methodical take step make procedure become physical habit less since mental reminder doesnt always work","1580"
"try patient conscientious","1581"
NA,"1582"
"become professional dentist mean knowledge technical proficiency experience good accept ethical social obligation maintain professional integrity behavior compassionate healthcare provider work benefit patient public","1583"
NA,"1584"
"past six month have excite radically different have have","1585"
"come have learn much patient care academic excellence technical skill set","1586"
"good communication patient build rapport thing hadnt think much dd become significant affect pt management much trust like affect continuation tx home care recall even appointment adherence","1587"
"another thing become important professional conduct front colleague faculty good patient","1588"
"succeed alone clinic need mentor peer support learn senior student faculty fast way become proficient","1589"
"goal year build good work relationship community learn execute didactic knowledge become reliable member patient colleague alike can trust","1590"
"truly believe ethic teach","1591"
"ethic something person learn grow teach people around young","1592"
"thus almost impossible teach someone dental school ethical","1593"
"way ethic make part professional","1594"
"say believe ethic principle instill make ethical decision provide culturallycompetent care patient","1595"
"three year ten month nyu college dentistry want learn become professionally competent wellinformed become good will","1596"
"journey want able make many lifelong friend along way grow confident arrogant condescend professional fun learn process","1597"
"graduate nyu college dentistry want able ability build strong relationship bond future patient","1598"
"want stay socially connect within dental community network","1599"
"furthermore want continue grow knowledge dental field keep update advance development","1600"
"ultimately fulfill goal hope become dentist people can put trust know will provide good care can possibly offer can receive","1601"
"professional able right whats good patient","1602"
"want able show patient competent also let recognize good dental overall health","1603"
"want kind professional patient trust come love exactly person enjoy life without change","1604"
"professional able right whats good patient","1605"
"want able show patient competent also let recognize good dental overall health","1606"
"want kind professional patient trust come love exactly person enjoy life without change","1607"
"far pleasure enjoyable opportunity work clinic student dentist","1608"
"know progress learn much everyone clinical set","1609"
"goal become good dentist can may provide good healthcare possible future patient","1610"
"believe develop content pace become fully competent professional happy progression thus far","1611"
"three year ten month nyu college dentistry want learn become professionally competent wellinformed become good will","1612"
"journey want able make many lifelong friend along way grow confident arrogant condescend professional fun learn process","1613"
"graduate nyu college dentistry want able ability build strong relationship bond future patient","1614"
"want stay socially connect within dental community network","1615"
"furthermore want continue grow knowledge dental field keep update advance development","1616"
"ultimately fulfill goal hope become dentist people can put trust know will provide good care can possibly offer can receive","1617"
"semester ethical delima","1618"
"one patient pain medically complex disease","1619"
"patient didnt get blood test come clinic couldnt give treatment patient","1620"
"patient need bring blood test get dental treatment school accord ada guide line","1621"
"follow rule dismiss patient","1622"
"even though understand check blood test eventually helpful patient safe heart break situation need dismiss patient without anything","1623"
"set goal successful year clinic time management workout peaceful mind","1624"
"work clinic base person person need prepare situation","1625"
"pack academic schedule many requirement good track work deal time","1626"
"also work dentist require physical labor","1627"
"balance life school will keep work will skip","1628"
"lastly even though setup good plan fail unexpected circumstance","1629"
"peaceful mind way save","1630"
"academic workload ignore workout","1631"
"time go back maintain healty body healthy mind","1632"
"think professional master specific area one life take time","1633"
"consider become professional life time process","1634"
"try enjoy happen around feel optimistic","1635"
"guess can keep go forward become professional","1636"
"one thing want add get self motivation keep move forward","1637"
"consecutive cancellation patient appointment suddenly think else get opportunity practice dentistry dental school","1638"
"since every moment clinic seem valuable","1639"
"become good dentist ask make time clinic productive without patient","1640"
"wish find answer soon","1641"
"confident area regular check prophy take radiograph","1642"
"also include oral hygiene instruction class restoration","1643"
"now can add root canal therapy crown restoration maxillary complete denture","1644"
"course master technique require practice","1645"
"roll stone doesnt gather moss phrase semester","1646"
"far enjoy learn dentistry also skill also work ethic","1647"
"recently reason manage patient roaster didnt run wish","1648"
"find patient practice","1649"
"suddenly become appreciate patient give chance practice","1650"
"hone dentistry skill constantly want seek opportunity either academically clinically","1651"
"ethically still tear pain cause patient","1652"
"recent rotation oral surgery awful strong reminder want specialty","1653"
"im concern graduate have due poor academic ompr","1654"
"midst break hope doesnt effect professionalism clinic","1655"
"professional development moment feel strain due need complete requirement still maintain academic","1656"
"june feel ill good able focus professional development ie apply residency","1657"
"progress feel go good","1658"
"feel confident clinic can talk faculty respectful manner","1659"
"try dress appropriately patient seem appreciate","1660"
"short term id like able prioritize schedule requirement else","1661"
"ive try much keep patient happy expense requirement","1662"
"need find balance two im equally reward work","1663"
"ethic important career govern person group behavior","1664"
"important set moral principle dictate person group behavior will lead honesty professionalism high standard expect professional","1665"
"ethic go hand hand professionalism previously note professionalism involve ethical compose high standard","1666"
"moral code follow oral healthcare provider","1667"
"ultimate goal become orthodontist","1668"
"know work hard order attain goal aspire progress academically next year","1669"
"hope wherever path lead dentistry can provide family live comfortable life","1670"
"want stable career job security","1671"
"addition acquire technical skill competent clinician aim gain experience practice management nyucd","1672"
"ultimate goal change experience patient care clinical set","1673"
"now really enjoy aspect dentistry","1674"
"aspect enjoy restorative fix prosthodontics esthetics endodontics","1675"
"ive recently take interest endodontics however point im unsure something specialize","1676"
"year will keep mind explore aspect dentistry","1677"
"believe professionalism will engrave us student nyucd","1678"
"dentist regard great respect important take professional role come territory dentist","1679"
"think professionalism will inherently gain nyucd experience clinic peer assessment participate outreach gpd interaction","1680"
"anticipate become professional will product environment nyucd","1681"
"professionalism entail proficient ethical compose high standard","1682"
"will gain skill clinic peer assessment outreach gpd interaction ultimately nyucd student","1683"
"dentist imperative hold high professional standard model citizen community society whole","1684"
"professional progress entail stride make improvement become professional","1685"
"professional progress will occur tenure nyucd product environment","1686"
"will progress professionally time classroom preclinic clinic outreach peer assessment","1687"
"feedback exam will help progress academically","1688"
"feedback peer mentor will allow develop socially","1689"
"feedback patient will allow develop empathetically gain technical knowledge","1690"
"will able selfassess competency examine feedback give","1691"
"think progress professionally throughout time clinic","1692"
"give opportunity manage patient roster communicate patient manner can understand formulate comprehensive treatment plan","1693"
"find work patient help guide professional role physician rather just student","1694"
"like graduate nyucd inform competent clinician","1695"
"inform clinician want date late advancement field dentistry","1696"
"addition like experience scope dentistry provide good care patient","1697"
"next year like build longlasting meaningful relationship peer faculty member ultimately patient","1698"
"throughout process aim keep balance life socially academically","1699"
"order obtain skill dental professional receive good education encompass various task dentist will crucial","1700"
"additionally learn work peer professional will another necessary skill hope obtain clinical practice","1701"
"addition education practice will vital hone dental skill","1702"
"participate community outreach provide great practice also give dentist opportunity connect give back community","1703"
"emotional person learn conduct high stress situation","1704"
"admittedly ive make lot bad decision late something work slowly improve although say isnt warrant school lie","1705"
"professionally know lot learn","1706"
"hopefully can improve shortcoming experience clinic know still lot can comfortable professionalism","1707"
"admittedly get easily dishearten go period apathetic indifference become extremely lazy something ive putting lot effort correct","1708"
"think come manage patient feel much professional work school become resentful towards way clinic run","1709"
"get frustrate many verbal argument faculty get even frustrate faculty show designate hour without notify student","1710"
"foreseeable future hope become great dentist","1711"
"like continue education become orthodontist want limit want leave open new opportunity","1712"
"school want participate outreach program learn work practitioner professional competence","1713"
"socially want meet new people create strong relationship practitioner patient","1714"
"situation now do know ill pursue career orthodontist","1715"
"personally pretty tough just manage everything school just get","1716"
"hopefully upcoming year ill grow accustom clinic lifestyle short term goal right now","1717"
"reach point clinic experience start feel lot confident work decision treatment","1718"
"however start resend school","1719"
"often find without help","1720"
"trust will make ethical decision school clinic community","1721"
"will become responsible person value honesty fairness","1722"
"moment big concern solid future plan graduation","1723"
"stage learn explore","1724"
"hope end year clear picture want true passion lie","1725"
"also find difficult confident front other","1726"
"hope improvement become experience knowledgeable","1727"
"clinic help build communication skill patient staff difficult hope end year feel comfortable clinic environment","1728"
"think need improve communication skill give effort interactive patient faculty","1729"
"difficult change current personality personality believe need successful","1730"
"experience clinic far learn earn trust patient dependable provider difficult aspect profession","1731"
"sometimes confuse work often get frustrate feel like behind","1732"
"think stress management important something good","1733"
"hope gain quality push proactive always patientcentered think","1734"
"experience clinic far learn earn trust patient dependable provider difficult aspect profession","1735"
"sometimes confuse work often get frustrate feel like behind","1736"
"think stress management important something good","1737"
"hope gain quality push proactive always patientcentered think","1738"
"find one important quality dentist successful aside knowledge skill care patient","1739"
"quality learn book something can teach someone else","1740"
"health professional base decision make","1741"
"treat patient feel accomplish feel work make difference patient life","1742"
"every patient remind want profession","1743"
"clinical experience nyu give opportunity learn value much deep just knowledge skill","1744"
"even though may yet lack clinical experience become confident dental professional can visualize type dentist want much clear first come dental school","1745"
"many opportunity dentist perform unethical treatment procedure difficult teach student uphold maintain high standard care patient now future","1746"
"cut corner understand mean treat other respect","1747"
"love meet new people love professional environment","1748"
"always enjoy speak patient shadow research experience know communicate one strong point","1749"
"big fear meet technical skill levelgpa necessary succeed focus will next four year","1750"
"will continue improve testnotetaking skill","1751"
"love child sure reason tear fear good fit like explore option","1752"
"refuse fail","1753"
"go competency understand school give us overarch outline expect us next four year","1754"
"already feel like environment will help reach end goal","1755"
"thankful nyu will perform good","1756"
"work much hard 2 semester first hope grade reflect","1757"
"order achieve professional competency will require develop skill several topic use resource available","1758"
"skill communication peer mentor patient will enhance day one class will practice observe interaction everyday order improve","1759"
"peer mentor assessment will definitely help maintain strength improve weakness","1760"
"translate learn preclinical year clinical set will also utmost importance","1761"
"technical agility efficiency will hopefully grow time practice dedication","1762"
"learn school will carry every patient come care","1763"
"hope love work manifest treat other whether patient colleague treat respect professionalism","1764"
"surround experience mentor qualify peer sure will learn present great professional competency time nyu","1765"
"slowly increase breadth technical diagnostic knowledge","1766"
"happy learn peer faculty","1767"
"wish learn technical skill terminology clinical practice skill business skill become empathetic competent productive enthusiastic dentist able provide premier quality care patient","1768"
"hope can build career patient trust know will care","1769"
"wish carry passion dentistry will allow enjoy everyday professional life","1770"
"see lot thing go clinic borderline unethical","1771"
"time tight many requirement temptation definitely cut corner whenever possible","1772"
"think sign character though resist temptation accept whatever consequence may come way","1773"
"may high numb cees reward time management know deep remain commit oath take accept white coat","1774"
"cant believe clinic year now","1775"
"rise d already clinic us enjoy help good can little free time","1776"
"lot paperwork deadline upcoming end month feel bite harry moment","1777"
"look forward july deadline pass exam end officially have status","1778"
"idea professional constantly evolve","1779"
"something think lot lately prevent patient problem become problem","1780"
"leave end day healthy spend hour ruminate thing control","1781"
"true professional know good provide patient option problem help execute end","1782"
"make decision feel responsible choose option personally choose spend time worry thing","1783"
"however difficult completely compartmentalize life like unless complete sociopath","1784"
"right now professional someone good achieve balance","1785"
"idea professional constantly evolve","1786"
"something think lot lately prevent patient problem become problem","1787"
"leave end day healthy spend hour ruminate thing control","1788"
"true professional know good provide patient option problem help execute end","1789"
"make decision feel responsible choose option personally choose spend time worry thing","1790"
"however difficult completely compartmentalize life like unless complete sociopath","1791"
"right now professional someone good achieve balance","1792"
"try spend time objectively assess see weak area","1793"
"important skill professional able improve skill develop healthcare provider","1794"
"also take hard look past year clinic go","1795"
"one mistake make purposely fight keep case difficult consider go pg","1796"
"call mistake turn extremely time consume stressful able complete many easy point procedure able otherwise","1797"
"however end day do truly feel mistake school main objective learn","1798"
"learn case send pg make life easy","1799"
"know graduate skill gain will trump numb cees","1800"
"clinic month now amaze think back progress make","1801"
"remember almost exactly year ago drill first tooth real live patient one thends","1802"
"seem foreign unnerve now year late something time","1803"
"soon d will graduate will become d","1804"
"also seem unnerve","1805"
"believe will rise occasion ready help incoming d much possible","1806"
"course past year ive realize face ethical dilemma frequent occurrence dental school perhaps indication potentially lucrative career health care management will like","1807"
"decide easy choice reward choice correct choice will always fall gray area plenty ifs but","1808"
"take time determine ethically sound choice will ensure natural choice future","1809"
"scramble cee mdr continue emphasize us cant help begin think patient procedure simple mean graduate","1810"
"conscious deliberate process force think way order keep patient wellbeing high priority","1811"
"goal take advantage academic clinical social resource available school order become skill wellrounded competent oral health care professional dedicate treat raise awareness educate improve overall health quality life local global community","1812"
"ive pursue goal challenge good academically","1813"
"have although difficult stressful much good year term grade have","1814"
"additionally join class council have curriculum rep continue role have","1815"
"keep class inform academic responsibility naturally force stay top responsibility","1816"
"clinic approach every patient every procedure learn opportunity","1817"
"know skill good do expect deliver good care","1818"
"however know every clinic session another step towards improve skill","1819"
"every day new learn opportunity always look forward","1820"
"one outreach chair asda have","1821"
"develop new local outreach grind revamp educational outreach","1822"
"role allow gain social awareness barrier healthcare home","1823"
"part global outreach team nicaragua have involve treat patient","1824"
"personally perform rcts hour extraction day restoration another day","1825"
"equally important meet many young nicaraguan discuss daily life struggle obtain healthcare dental care education","1826"
"powerful experience dentistry public health","1827"
"along way will strive develop strong personal professional relationship positive impact life good field dentistry","1828"
"begin consider option post graduation","1829"
"oral surgery strong contender moment","1830"
"become dental professional require gain necessary foundational knowledge experience","1831"
"hope gain knowledge experience skill basic science class lab preclinical lab clinic hospital rotation local global outreach","1832"
"aspect become professional conscious ethical social responsibility come nearly every decision","1833"
"exam competency good feedback peer adviser hope evaluate measure competent professional professional also entail mannerism valuable skill knowledge deliver","1834"
"im expose patient different need different background different attitude towards dentistry health pick valuable experience deal way respectful also allow appreciate work will","1835"
"become dental professional require gain necessary foundational knowledge experience","1836"
"hope gain knowledge experience skill basic science class lab preclinical lab clinic hospital rotation local global outreach","1837"
"aspect become professional conscious ethical social responsibility come nearly every decision","1838"
"exam competency good feedback peer adviser hope evaluate measure competent professional professional also entail mannerism valuable skill knowledge deliver","1839"
"im expose patient different need different background different attitude towards dentistry health pick valuable experience deal way respectful also allow appreciate work will","1840"
"have gain technical skill scientific knowledge professional growth","1841"
"september secretly question whether steady hand make dentist","1842"
"next month find completely comfortable high speed hand piece score s s practical","1843"
"put somewhat unique position help classmate impart skill advice receive upperclassmen faculty","1844"
"amount scientific knowledge gain past year astonish","1845"
"begin wonder humanely possible","1846"
"end thirsty","1847"
"one hard lesson learn need organize proactive come science course","1848"
"time valuable thing dental school learn manage good maximize productivity immediate goal go forward","1849"
"summer early fall find feel first time life stress anxiety come selfplaced pressure good","1850"
"deal anxiety way reprioritizing time away clinic school focus hobby allow calm overcome anxiety","1851"
"goal take advantage academic clinical social resource available school order become skill wellrounded competent oral health care professional dedicate treat raise awareness educate improve overall health quality life local global community","1852"
"ive pursue goal challenge good academically","1853"
"have although difficult stressful much good year term grade have","1854"
"additionally join class council have curriculum rep continue role have","1855"
"keep class inform academic responsibility naturally force stay top responsibility","1856"
"clinic approach every patient every procedure learn opportunity","1857"
"know skill good do expect deliver good care","1858"
"however know every clinic session another step towards improve skill","1859"
"every day new learn opportunity always look forward","1860"
"one outreach chair asda have","1861"
"develop new local outreach grind revamp educational outreach","1862"
"role allow gain social awareness barrier healthcare home","1863"
"part global outreach team nicaragua have involve treat patient","1864"
"personally perform rcts hour extraction day restoration another day","1865"
"equally important meet many young nicaraguan discuss daily life struggle obtain healthcare dental care education","1866"
"powerful experience dentistry public health","1867"
"along way will strive develop strong personal professional relationship positive impact life good field dentistry","1868"
NA,"1869"
"one big reason choose dental profession due financial security provide","1870"
"want job will make enough money provide enough free time will able properly take care parent get old","1871"
"parent always motivate even time may seem bleak","1872"
"will work hard next four year make parent proud nothing make happy see parent finally able relax enjoy life instead work day day provide","1873"
NA,"1874"
"dental professional patient put great deal trust upon dentist often patient understand complexity prognosis condition","1875"
"say great amount care detail must give individual decision good present can greatly impact life","1876"
"understand become professional include proficient manual intellectual skill also ability gain patient trust always consistent high quality care patient expect","1877"
NA,"1878"
"journey nyucd learn still learn take become excellent healthcare provider community live","1879"
"now move clinic environment goal use knowledge relationship accrue last year provide good quality service can","1880"
"throughout year several cheat event happen class mostly due leak past exam","1881"
"sometimes wonder whether system truly train ethical dentist","1882"
"dental school definitely competitive people come different motivation","1883"
"people just want get people want shoot omfsortho","1884"
"realize throughout year nyucd test take test instead class material","1885"
"many time material test test never cover professor just reuse question quiz bank perhaps develop previous professor","1886"
"thus order top class need past exam","1887"
"inevitably student will find way get past exam consider cheat","1888"
"perhaps professor try make new question every year like professor undergrad letter grade will truly show particular student understand material also cheat will cease future","1889"
"want build good connection people whether dental student dentist professor people meet nyc","1890"
"also hope can set practice west coast future","1891"
"importantly want learn much possible school excellent dentist four year","1892"
"want know limit","1893"
"always feel like can achieve life always make excuse","1894"
NA,"1895"
"professionalism able deliver competent treatment patient able demonstrate integrity accountability respect fairness procedure communication patient","1896"
"furthermore professionalism also apply outside clinic dentist interact individual","1897"
"professionalism achieve short period time","1898"
"require teach supervisor selfreflections student","1899"
"far ive thin grasp idea dental professionalism","1900"
"believe get clinic input particular section","1901"
"want competent dentist can deliver excellent work patient able communicate patient","1902"
"want balance time school work social life therefore need work time management skill can finish task study assignment time time participate activity outside school","1903"
"also interest community outreach program hope will opportunity participate free time","1904"
"ethic new mean","1905"
"get credit charge self pay patient work medicaid patient","1906"
"difficult treat patient different resource","1907"
"main thing keep mind whatever work must benefit patient aspect financially physically","1908"
"gear towards end have realize much learn good clinician","1909"
"time can see much grow much learn short period time","1910"
"can imagine have will colleague","1911"
"become professional mean patient keep thought one self also eliminate thought judge other base grow","1912"
