X1,NETID,RefType,Date,Time,Text,DYear
115,WZb1_SU=,Private Self Reflection,14-05-17 18:01,18.01666667,"A professional is someone that others look up to for opinions or recommendations based on what field of expertise they might be in. Professionalism has become more and more significant as I get closer to graduation because the way I carry myself would have to be different then before when I was just a dental student. The number one criteria that a professional should have would be reliability and trustworthiness because patients are putting their trust in us with their dental health. If patients come to us with pain, they would rely on us to help them get out of pain. As a professional, it is important that I present my knowledge and recommendations to patients that needs an opinion for dental related matter. However, our job is not to make the decision for the patient, but only provide them with the knowledge they should have in making an accurate decision.",D4L
116,WZb1_SU=,Public Self Reflection,14-05-17 18:01,18.01666667,"A professional is someone that others look up to for opinions or recommendations based on what field of expertise they might be in. Professionalism has become more and more significant as I get closer to graduation because the way I carry myself would have to be different then before when I was just a dental student. The number one criteria that a professional should have would be reliability and trustworthiness because patients are putting their trust in us with their dental health. If patients come to us with pain, they would rely on us to help them get out of pain. As a professional, it is important that I present my knowledge and recommendations to patients that needs an opinion for dental related matter.",D4L
117,WZb1_SU=,Professional Progress,14-05-17 18:01,18.01666667,"After finishing the second year of dental school, I have recently entered clinic and it is a completely different environment and dynamic than the first two years. Instead of worrying about meeting the grades, now is more about meeting patient expectations and being able to provide the best optimal care for them. It is important to learn from previous mistakes and not commit them again. Unlike making a mistake in lab where I can always re-do the work, now with patients they have an option to not return or find a different provider. Therefore, it is important to minimize mistakes and be able to learn from them if we do make one.
Looking back at what I wrote as a third year, it shows that I not really competent yet at managing patients and their expectations. But I can honestly say now that I am confident in managing any type of patient and perform most of the procedures in clinic without running into the problems that I ran in to as a third year student. I hope to continue my progress after dental and grow as a dental professional.",D4L
118,WZb1_SU=,Public Personal,14-05-17 18:01,18.01666667,"There are numerous intriguing factors about dentistry that I noticed while seeing patients in clinic. This included the balance of scientific knowledge, decision making, and the execution of each case for each patient. There were two major observations that captivated me the most with the first being the importance of creativity. This was evident when developing a treatment plan and presenting it to each patient and the way they were handled were tremendously different based on the medical history, age and current oral condition of the patient. Secondly, the importance of hands on abilities intrigued me as well, as I was able to change my patient's appearance through the use of different dental treatments from simple composite bonding to porcelain veneers, fixed prosthodontics or fabricating a new denture. 
After finally completing second year of dental school and starting clinic I have come to realize the things we have learned the first two years are only the foundation or introduction to what's to come in this career. Everything we do in clinic builds on what was taught in classes. Therefore, to be a fully competent dentist we must build on what we know and add new things to what we have learned.
Looking back at my original personal statement that I wrote as a first year dental student, there were many things that were missing from it, but probably the most significant would be the importance of building a strong relationship with our patients. I noticed in clinic from my past two years, what truly differentiates a good faculty from a great faculty is the way they are able to interact and communicate and show empathy toward the patients. Patients are not able to critique or judge our hands skills, but they are able to recognize when a healthcare provider really goes out of their way to care for them.",D4L
119,WZu9OoNb,Ethic Reflection,26-03-17 16:17,16.28333333,"I will plan to learn the principles of professional conduct as a dental professional during my time as a student at NYU college of dentistry. I will learn how to analyze, provide dental care and make decisions in a patient centered manner. I will learn the principles of patient confidentiality and conduct myself in a manner fitting a professional. I will use my clinical experiences to practice making the proper decisions for the patients. I will do this by consulting with faculty and ensuring the patient is informed and fully understands their treatment options.I wish to gain a greater skill in communicating with patients and understanding their wants and desires in regards to their dental and overall health. I wish to use this understanding and present treatment options that best fit the situation for these individuals.",D4L
120,WZu9OoNb,Private Personal,22-05-17 7:51,7.85,"During my time as a dental student at New York University I hope to obtain the knowledge needed to successfully treat a community. Proper treatment of a community not only entails excellent dental work but also as a healthcare professional involved in health promotion, community outreach, and a team member of a inter professional health care team. I will hope to accomplish these goals and be competent in these tasks by obtaining knowledge not only from classes, but from faculty, peers, mentors, and patients. I plant to hone my communication skills with faculty and the numerous specialities in order to provide the best possible care for my patients. I plan to take advantage of the diverse environment NYU provides which will help me grow as both a professional and an individual. As graduation approaches I hope to continue my education and growth as a professional. I will do this by interacting with colleagues as well as continually taking courses to aide in the development of my skills.",D4L
121,WZu9OoNb,Private Self Reflection,22-05-17 7:53,7.883333333,"A professional is someone that is trusted and looked up to by the public because a professional possesses a subset of specialized skills that is used to serve the public. Transforming from an undergraduate student, to a dental student, to a professional will require obtaining not only specialized knowledge of dental techniques/ treatments but also an understanding of the individual and the community. The professional must be able to act in a patient centered manner in which the patient is able to access the best treatment possible for their specific case. The decision making of a professional is what separates him/her from the general public. They have a specialized knowledge and with it comes responsibilities in which they must apply their knowledge for the best interests of the patient and not just themselves. The professional has an obligation to the people they treat. They have a responsibility as they have the ability to change lives and treat people of their ailments. This obligation should always be remembered and skills should be developed so that the practitioner may always provide the best possible care which is their inherent responsibility.",D4L
122,WZu9OoNb,Public Self Reflection,22-05-17 7:53,7.883333333,"A professional is someone that is trusted and looked up to by the public because a professional possesses a subset of specialized skills that is used to serve the public. Transforming from an undergraduate student, to a dental student, to a professional will require obtaining not only specialized knowledge of dental techniques/ treatments but also an understanding of the individual and the community. The professional must be able to act in a patient centered manner in which the patient is able to access the best treatment possible for their specific case. The decision making of a professional is what separates him/her from the general public. They have a specialized knowledge and with it comes responsibilities in which they must apply their knowledge for the best interests of the patient and not just themselves. The professional has an obligation to the people they treat. They have a responsibility as they have the ability to change lives and treat people of their ailments. This obligation should always be remembered and skills should be developed so that the practitioner may always provide the best possible care which is their inherent responsibility.",D4L
123,WZu9OoNb,Professional Progress,26-03-17 16:18,16.3,I will implement the techniques of self and peer assessment while I am a student and thereafter when I am a professional to track my progress as a practitioner and as a professional. I will implement goals as a professional and track my accomplishments in a periodic manner. I plan to set short term and long term professional goals during my career in order to ensure that I am always progressing as a professional. I plan to use my clinical experiences and faculty to ensure that I fully understand the dental profession and the procedures that come with it. I will then try to provide the best quality work and care for my patients by using the lessons I have learned. I hope to use the fundamental knowledge that I have gained here at NYUCD and continue to learn more advanced practice techniques ranging from patient managment to advanced restorative techniques. I hope to continue to grow as a practitioner and expand the patient population that I can serve in the future.,D4L
124,WZu9OoNb,Public Personal,22-05-17 7:51,7.85,"During my time as a dental student at New York University I hope to obtain the knowledge needed to successfully treat a community. Proper treatment of a community not only entails excellent dental work but also as a healthcare professional involved in health promotion, community outreach, and a team member of a inter professional health care team. I will hope to accomplish these goals and be competent in these tasks by obtaining knowledge not only from classes, but from faculty, peers, mentors, and patients. I plant to hone my communication skills with faculty and the numerous specialities in order to provide the best possible care for my patients. I plan to take advantage of the diverse environment NYU provides which will help me grow as both a professional and an individual. As graduation approaches I hope to continue my education and growth as a professional. I will do this by interacting with colleagues as well as continually taking courses to aide in the development of my skills.",D4L
125,X4KjugEz,Ethic Reflection,09-05-17 12:11,12.18333333,Being ethical is a challenge that I encounter almost daily in the clinical setting. With the pressure of requirements and CEEs it's easy to put aside what's best for patient but sometimes I have to remind myself why I chose the profession. I will continue to uphold the highest levels of care for my patient as a practicing dental professional.,D4L
126,X4KjugEz,Private Personal,09-05-17 12:12,12.2,"As a dentist, I will strive to provide every patient with a specialized treatment adhering to the highest standard of care. I will continue to educate myself in order to provide every patient with the most update treatment while educating the local community with every available opportunity. A combination of knowledge and desire to help will be reflected in my routine practice of dentistry, in hope to improve not only the patient's oral health, yet their overall health. Through my practice of Dentistry, I hope to enhance people's dental experience while providing them with a friendship built upon trust, honesty, and privacy.",D4L
127,X4KjugEz,Private Self Reflection,09-05-17 12:11,12.18333333,Becoming a professional means more than just learning the information needed to take care of your patients. it also has to do with being a thriving and repeated member of your society. People will judge you whether you are at the office or out and its important to conduct yourself as such. Being a professional also means that you must be a leader in your office. Being the dentist usually means that everyone in your office will be looking up to you to set the right example. It also means that you have to be fair and yet stern with your decisions and be able to set your personal life apart from your professional life.,D4L
128,X4KjugEz,Public Self Reflection,09-05-17 12:12,12.2,"A professional is someone that has mastered his or her field and who is competent at handling all the curve balls that life can throw at him or her. A professional has to be held to the highest standards that the field and society dictates. By mastering the course work and the clinical skills here at NYCD I think I have made a big leap towards becoming a professional, but I believe that becoming a professional is a life long process that does not end with one's education.",D4L
129,X4KjugEz,Professional Progress,09-05-17 12:11,12.18333333,"My progression to becoming a professional in the dental field is coming along slowly but beautifully. As a clinician I feel as though I have made leaps and bounds ahead of where I was in my third year of dental school. I'm almost at a point where I believe that I can diagnose and treat a patient confidently without asking for help, although the safety blanket of reassurance by faculty is much appreciated to ease my heart.

As I am now nearing the end of my transition from student to professional, I feel as thought NYU has done a good job at preparing life out of school. I believe I have been given a solid foundation to grow on and leave feelings competent enough to not harm patients and give them good quality dentistry. But, with every medical profession, our learning process is never complete and I must continue to grow as a professional.",D4L
130,X4KjugEz,Public Personal,09-05-17 12:12,12.2,"I begin my time here at NYUCD with the hope to become a competent and successful dentist, through my work to eventually help others while being a positive role model and lastly to grow as a person and lead a balance life. I am certain that the road towards achieving my goals will be difficult but I feel prepared for the challenges ahead. The next four year will fly by and hopefully I look back on my time here as great experience that formed me as person.

Reading my personal statement from 4 years ago I am amazed how fast time flew by. I remember like yesterday how anxious I felt about starting a new career, in a brand new city. Even though at this point, graduation is still a few months away, and I'm in the middle of finish up numerous requirements, I am starting to be nervous about ending this chapter of my life. The last 4 years have definitely been challenging but at the same time very rewarding.",D4L
131,X5fndR0T,Ethic Reflection,11-05-17 18:32,18.53333333,"Ethics are moral principles or virtues that govern the character and conduct of an individual. As a dental professional ethics are our moral duties towards our patients and colleagues. Putting the patients' interests as priority, explaining the patient about the treatment plan, treating people without any discrimination, maintaining patient confidentiality and having a truthful communication are some of the important aspects of ethical behavior in health care. Inculcating valueslike being courteuos, empathic and humble towards my patients has helped me in developing a strong rapport with my patients.",D4L
132,X5fndR0T,Private Personal,11-05-17 18:32,18.53333333,"There are certain instances in our lives which play a very important role in shaping our future. My fascination towards dentistry began when I was a teenager, I saw my grandmother in great agony due to toothache. We took her to a dentist who examined her and diagnosed the caries involvement of her tooth. He prescribed her some medicines and then carried out the appropriate treatment. As the treatment progressed, my grandmother was relieved of her pain and for this reason dentist appeared like a magician with a magical wand, who brought back smile on her face. This incident introduced a spark in me and motivated me to pursue my career in dentistry. The zeal to learn more and having access to some of the best faculty in world at NYUCD has definitely helped in becoming a better individual both professionally and personally.",D4L
133,X5fndR0T,Private Self Reflection,11-05-17 18:32,18.53333333,"Apart from being an empathic and trustworthy provider, its very important to maintain professional knowledge and competence. As a comprehensive provider we should be able to explain the complete treatment plan to the patient and should have the potential to convince the patient to accept it.  Since patients at NYUCD are from different cultural and socioeconomic background, its very important to understand the patient's concerns regarding their health, availability and finances. Figuring out these smaller details about the patients helps in managing the patients in a better way and at the same time patients tend to develop respect and trust for their dentist. These 2 years have instilled self realization, cultural awareness, improved communication skills, and more importantly made me confident as a clinician. Working in private practice is both mentally and physically exhausting but facing tough situations in the school and going through various competencies under a stressful environment definitely prepares for the future endeavors.",D4L
134,X5fndR0T,Public Self Reflection,11-05-17 18:32,18.53333333,"Professional etiquette is one of the most important factors contributing to a successful healthcare career. Our profession involves many personal interactions with a variety of people. Professionalism in dentistry is all about establishing respectable relationships with patients and colleagues. As health care professionals we have a huge responsibility of meeting up patient expectations. As comprehensive providers we need to put the patients' interests on the top and respect their dignity and choices.
Am looking forward to be in the corporate world soon to practice and project my professional abilities",D4L
135,X5fndR0T,Professional Progress,11-05-17 18:32,18.53333333,"My journey began with joining a dental school in my home country, attaining a degree(BDS), working with some of the renowned dentists in different fields both in India and United States and finally pursuing DDS at NYUCD and coming out as a competent professional admission in NYUCD and working towards getting DDS degree and coming out as a competent professional. Over the years I have seen tremendous progress in my professional career through my experiences with different professionals who helped me understand various aspects of dentistry and the emerging trends in this field. Being a part of research at UCLA widened my horizon of knowledge and gave me real insight into the field of research. 
The 2 years in NYU has helped me learn various aspects of dentistry, be it patient care, behavior management, understanding patient concerns, coming out with a reasonable diagnosis and carrying out the actual treatment for my patients. I have become  more responsible and mature both personally and professionally, learnt to handle the most stressful times with calm and poise.I believe I have become more empathic and compassionate towards my patients and able to interact very comfortably with people from different ethnicities and cultures which has instilled a sense of confidence in me. I believe I'm competent enough to go into the private practice and deliver my services.",D4L
136,X5fndR0T,Public Personal,11-05-17 18:32,18.53333333,"Entering a dental school and getting an undergraduate degree in dentistry has been like a dream come true for me. Having the ability of giving people a hearty and vibrant smile and giving a healing touch to those in pain, has always fascinated me to pursue the field of dentistry. I feel fortunate to be part of NYUCD and achieve my goal of being a Competent Dentist and to be able to learn about diverse cultures and ethnicity.
2 years in dental school has given me much deeper insight into dental world, has improved my dental skills, communication skills, made me more confident and has a given me a better perspective of all the related things. Am looking forward to explore more once I graduate from NYUCD.",D4L
137,XANHSWRd,Private Personal,02-05-17 23:07,23.11666667,"I am here to become the absolute best health-care provider. That being said I will not settle for meeting the benchmark I will inspire to surpass being average. ' This quote of mine from the first year of dental school still holds true and has not changed. However, many things have changed since the time I wrote my first personal statement. To start with I have not only learned an exceptional amount didactically, I have continued to mature and learn new things about myself.  As a result, my future path has been redefined. Starting dental school I was extremely interested in Oral Surgery. My interest for this field still holds, although taking into consideration life goals and work-life balances other areas in dentistry have become more apparent. The field of endodontics is what I am most interested in. Looking back at my first personal statement I have not changed the things liked about OS but have only added to the list. For instance I'm still passionate about research, surgery, and becoming a specialist, although I have now learned to incorporate personal goals and career goals in my professional decisions.",D4L
138,XANHSWRd,Public Self Reflection,02-05-17 23:12,23.2,"Becoming a professional is not only important to me but it is necessary in the healthcare setting. Integrity and autonomy are the two descriptive words that come to mind when thinking of the word professional. In becoming a health care professional it is an absolute must for one to possess integrity. First, integrity provides the basis of truthfulness and consistency that patients and other healthcare professionals can learn to rely on. Next, every professional must have the ability to self-assess and govern one's own actions. This is where autonomy comes into play. A professional knows his limitations because he is independent, however in knowing his limitations he simply knows as a professional he is able to ask for assistance through referring or consulting other healthcare providers. It is the result of these two characters that have helped me to become a well integrated healthcare provider. Through maintaining my integrity and knowing when to ask for assistance through being able to refer my patients when needed, I will continue to be able to serve my community to the highest of standards.",D4L
139,XANHSWRd,Professional Progress,02-05-17 23:21,23.35,My professional progress has been a journey filled with many great experiences and I have continued to do my best to in order to become a great dental practitioner.  Everyday I continue to learn and absorb as much as I possible can through exposing myself to continuing dental education in the clinic and during my personal time. Through my time here at NYU I have also learned the importance and how to maximize my time. This process has taught me the essence of self-study. It is because of this ability that I feel NYU has provided me with an outstanding education. Not only do I continue to learn everyday while in dental school but I now have the ability to bring this this rewarding skillset into private practice. From the first day of clinic I was eager to treat patients and after being in the clinic for the past 2 years I now feel competent in providing the rudimentary of care to all patients and I will continue to develop my dental skills throughout my career.,D4L
140,XANHSWRd,Public Personal,02-05-17 23:07,23.11666667,"My dental school journey has been nothing short of exceptional. Recently, I was accepted into residency here at NYU and I cannot wait to start the next phase of my education. I am excited to take on additional responsibilities and I look forward to learning about and performing more complicated procedures.  With the foundation that I have acquired over the past four years here at NYU, I am more than content in my decision to obtain my dental education at one of the leading dental schools in the world. NYU's education has been phenomenal, as I have been held to the highest of standards didactically, and have been given many opportunities clinically to become a well-rounded dental practitioner.  It is the not only the result of treating such a diverse patient population but having had the opportunity to create such a thorough portfolio composed of diverse cases that I feel competent and feel that I am ready for graduation.",D4L
141,XAUtxeE7,Ethic Reflection,23-02-17 16:26,16.43333333,"As a dentist, the job hold a certain level of trust within the community. The Principles of Ethics are the aspirational goals of the dental profession. They provide guidance and offer justification. There are five fundamental principles that form the foundation of the ADA Code: patient autonomy, nonmaleficence, beneficence, justice and veracity. These principles can overlap each other and guide me through the dental profession. The high ethical standards are established to benefit and protect each and every patient. This profession gives us the luxury and privilege to self govern, but in order to express this privilege we must abide by high ethical standards every day we practice. I will always strive to do what is right, just and good, for my patients, for the field and for my community.",D4L
142,XAUtxeE7,Private Personal,23-02-17 16:28,16.46666667,"As a dental health professional, I want to be at the forefront of the field, I plan to do so by always striving to provide the best care to the patients, by giving back to my community any opportunity I get as well as by always learning and staying up to date with the research that is publish. I am always committed to continuous education and learning. I truly believe that top-notch care delivered in a warm, personalized environment is what makes the difference between good and great dentist. Upon graduation I intend to serve the community by being involved in volunteer work as well as becoming part of a private practice. I want to practice near a dental school, so I may have the opportunity to teach, as well as take part in research. I vow to make the absolute best of this profession by always working to the best of my abilities, always keeping my patients' needs, respect and autonomy in mind, and always holding my self up to the moral and ethical guidelines of our field.",D4L
143,XAUtxeE7,Private Self Reflection,23-02-17 16:20,16.33333333,"Dentistry is a science and an art, whose success is derived from understanding that patients are the number one priority. Becoming a dental professional encompasses all of that. As a dental health professional I think it is imperative to provide exceptional care no matter what procedure the might be from a complete exam and cleaning, a full-mouth restoration, or anything in between.  I believe that the joy of changing a person's life by creating a beautiful, healthy smile is one of the intangible rewards of being a dentist that is immeasurable. Each day will be filled with its own sets of joys and challenges but the opportunity to relieve pain and suffering is a rare privilege. Being able to do so while always having the patients best interest, expectations and needs in mind is just the beginning of becoming a dental health professional.",D4L
144,XAUtxeE7,Public Self Reflection,23-02-17 16:20,16.33333333,"Dentistry is a science and an art, whose success is derived from understanding that patients are the number one priority. Becoming a dental professional encompasses all of that. As a dental health professional I think it is imperative to provide exceptional care no matter what procedure the might be from a complete exam and cleaning, a full-mouth restoration, or anything in between.  I believe that the joy of changing a person's life by creating a beautiful, healthy smile is one of the intangible rewards of being a dentist that is immeasurable. Each day will be filled with its own sets of joys and challenges but the opportunity to relieve pain and suffering is a rare privilege. Being able to do so while always having the patients best interest, expectations and needs in mind is just the beginning of becoming a dental health professional.",D4L
145,XAUtxeE7,Professional Progress,23-02-17 16:27,16.45,"Since the first day of dental school until this point, I feel as though I have gained tremendous amount of knowledge. I know I am well on my way to becoming a competent clinician. As a dental health professional, I want to be confident as a skilled clinician and take pride in providing the care patients need to keep their smile healthy. To give our patients the best possible service and results. I am always committed to continuous education and learning. I truly believe that top-notch care delivered in a warm, personalized environment is what makes the difference between good and great dentist; therefore, I want to able to fuse the clinical with the personal in order to achieve superior clinical results along with long-lasting patient relationships.",D4L
146,XAUtxeE7,Public Personal,23-02-17 16:27,16.45,"As a dental health professional, I want to be at the forefront of the field, I plan to do so by always striving to provide the best care to the patients, by giving back to my community any opportunity I get as well as by always learning and staying up to date with the research that is publish. I am always committed to continuous education and learning. I truly believe that top-notch care delivered in a warm, personalized environment is what makes the difference between good and great dentist. Upon graduation I intend to serve the community by being involved in volunteer work as well as becoming part of a private practice. I want to practice near a dental school, so I may have the opportunity to teach, as well as take part in research. I vow to make the absolute best of this profession by always working to the best of my abilities, always keeping my patients' needs, respect and autonomy in mind, and always holding my self up to the moral and ethical guidelines of our field.",D4L
147,XAVu+kSR,Ethic Reflection,12-03-17 23:10,23.16666667,"Regardless of whether I am going to be a healthcare professional or not, I expect the utmost integrity from myself.  I have a set standard of morals and beliefs based on my faith in Christ.  Although, I am nowhere near to being perfect, I understand what is the difference between what is right and wrong and trust my conscience as well as those around me will hold me accountable.  It is my personal choice to ensure that the right decision is made for the well-being of everyone around me, especially my patients and the treatments they receive.  The most important factor in my decision when applying for a job was to observe and look into how it is the practice is run and what values the dentist holds.",D4L
148,XAVu+kSR,Private Personal,12-03-17 23:05,23.08333333,"A professional healthcare provider isn't just someone who provides the treatments, but someone who understands and exhibits the importance of building genuine relationships with their patients, community, and colleagues.  There is a wide range of reasons on why people choose to go into healthcare, but to me, I find my personal reason and passion to serve others as my drive to become a competent provider.  I find joy when helping others in any way possible, and my best skill set just happens to stem from my manual dexterity.  Offering help to my peers also rewards me, so I will strive my best to seek as much wisdom, advice, and help to provide the best quality care.  I am a firm believer in caring for others with a giving heart.  There is no rewarding gain from trying to ""give"" with a heart of expecting something in return.  I still have a long journey ahead in learning from my experiences, but I feel confident in what I have performed in thus far.  The more I communicate with my patients, mentors, and colleagues, the more comfortable and reassured I feel about what I am doing.  The more procedures I perform, the more competent I feel as I apply what I have learned from evidence-based didactics.  More importantly, it's not just about the technical skills, but also the morality in delivering patient-centered care.",D4L
149,XAVu+kSR,Private Self Reflection,12-03-17 23:08,23.13333333,"The journey to becoming a professional is a difficult one where times of hardship and questionable situations arise.  It is how I handle these moments that will build my character as a future professional and caretaker.  I believe that as long as I understand and surrender the idea that I cannot accomplish everything on my own strength and knowledge, I will become the well-rounded professional I seek to be.  I want to continue listening to the wisdom that others share, while discerning which ones are applicable to me.  There are non-negotiable standards that I follow and certain ideas that I strive to adhere to.  A few of them being honest, despite the consequences (dishonest consequences will be far more severe), logically unbiased yet compassionate, admitting wrong or unknowns yet voicing my opinions, etc.  I know I will have no regrets when I stick with my values in providing the best possible care for my patients, as I have faced tempting situations already.  Selfless actions bring greater reward than to feel guilt in knowing a patient wasn't provided with what they needed. My daily experiences with patients, whether it's in person or on the phone, influence the care that's being provided for them.",D4L
150,XAVu+kSR,Public Self Reflection,12-03-17 23:07,23.11666667,"The journey to becoming a professional is a difficult one where times of hardship and questionable situations arise.  It is how I handle these moments that will build my character as a future professional and caretaker.  I believe that as long as I understand and surrender the idea that I cannot accomplish everything on my own strength and knowledge, I will become the well-rounded professional I seek to be.  I want to continue listening to the wisdom that others share, while discerning which ones are applicable to me.  There are non-negotiable morals that I follow and certain ideas that I strive to adhere to.  A few of them being integrity, despite the consequences (dishonest consequences will be far more severe), logically unbiased yet compassionate, admitting wrong or unknowns yet voicing my opinions, etc.  There have been moments that tried to tempt me from straying from my values, but I have no regrets when I stick with them and feel rewarded knowing my decision provided the best possible care for my patients.  As I prepare for graduation and the start of a new job, I remind myself why I went into dentistry and who it is about - the patient, the community.",D4L
151,XAVu+kSR,Professional Progress,12-03-17 23:13,23.21666667,"Thus far, I have learned the fundamentals on what makes not only a professional, but a competent professional.  I have also experienced the trials and rewards in working with patients, colleagues, and mentors.  It is important that we learn and understand what it truly means to be a professional and how to identify the flaws in ourselves that prevent us from being one.  In addition, it is important for me to work to my best ability in learning the didactics of all my courses' contents so that they can be applied to provide evidence-based dentistry.  I look forward to continue in gaining my experiences in clinic and rotations.  I learn from the mistakes I make and become more efficient in my services. Clinic and patient management was the real test in confirming my passion for dentistry and building relationships with patients throughout treatment.  It can be physically, and sometimes even mentally, challenging, but the results brought from a patient's gratitude and trust makes every day worth it.",D4L
152,XAVu+kSR,Public Personal,12-03-17 23:04,23.06666667,"A professional healthcare provider isn't just someone who provides the treatments, but someone who understands and exhibits the importance of building genuine relationships with their patients, community, and colleagues.  There is a wide range of reasons on why people choose to go into healthcare, but I find my personal passion to serve and contribute what I can offer as my drive to become a competent provider.  I simply just love to help others in any way possible, with my best skill set stemming from my manual dexterity.  Serving even my peers brings me joy, so I will continue to strive my best to seek as much wisdom and advice to provide the best quality care.  I am a firm believer in caring for others with a generous and compassionate heart.  There is no reward from ""giving"" with a heart of expecting something in return.  I have come far but still have a long road ahead of me and room for growth as a professional, practitioner, and colleague.  I have faith, patience, and perseverance that it will happen with every experience I encounter.",D4L
1,Q3M6nfoE,Private Personal,03-03-17 22:16,22.26666667,"Health related professionals are in high demand in the United States and not all people have access to quality healthcare. It is important to me to be able to provide quality care to a diverse patient population with a plethora of oral conditions. It is vital to see the human body as one organism, where different symptoms of various diseases manifest themselves throughout, and to be able to identify these symptoms to refer the patient for appropriate care. I am confident that at NYU I will be able to learn to not only treat dental conditions, but to understand various pathologies and how they affect oral health care. I expect the next four years to be challenging, but rewarding. I plan to do community outreach and go on one of the service trips. I look forward to using my hands in the lab, since I am very artistically oriented and this is one of the reasons I even entered dentistry in the first place. By graduation I hope to be a well adapted dentist who is able to provide quality care and establish a close relationship with my patients.",D4L
2,Q3M6nfoE,Private Self Reflection,03-03-17 22:16,22.26666667,"As I delve deeper into clinic I start seeing that they did not teach us enough upstairs in lab. Of course we learned some of the basics, but overall I feel as if I am starting from the beginning. The denture process here is a little different, doing operative feels different in real teeth, and just generally the way I sit with patients feels different from a typodont. I do have to say that I have little trouble communicating with my patients, and j feel as if j am able to effectively work with both the faculty and the patients. I really enjoy the clinical work, I was terrified of root canals but after doing my first one I realize that as long as I'm careful and follow all the steps, it should work out. I look forward to learning more and more!",D4L
3,QQZpQXEE,Ethic Reflection,14-03-17 13:44,13.73333333,"It is most important to be ethical in the world of dentistry because as healthcare providers we take an oath to do no harm and put our patient's interests above all else. I want to always be an ethical practitioner because I want to be confident in the work I do and be willing to back all decisions I make if necessary. Even though dental procedures done in the mouth do not last forever, and some patients may be upset at times, if I can make all decisions ethically and treat them to the best of my ability with the best evidence based practices supporting these decisions, I know that patients will understand and work with me through errs.",D4L
4,QQZpQXEE,Private Personal,14-03-17 14:03,14.05,"I expect to continue to grow, learn and improve upon my interactions with patients and with colleagues. I hope to grow into a confident practitioner and be able to communicate with my patients in a way such that they respect and trust me. I want to constantly be bettering myself and learning new techniques to try on patients to improve the quality of care I can provide. I want to also learn to be a competent business woman as dentistry has a lot to do with owning and running a successful practice. I want to really have a strong understanding of what I do in the dental office and have an evidence-based rationale backing up my work so I can know the reasons behind the work I do on my patients and why using certain materials is beneficial over using others, for instance.",D4L
5,QQZpQXEE,Private Self Reflection,14-03-17 13:29,13.48333333,"I have many goals regarding becoming a professional, but the most important goal to me is to make my patients feel comfortable and trusting in my care. I want to be able to develop a rapport with patients that makes going to the dentist an experience not to be feared. I want to do this in a way such that I can be direct, honest, and kind all at the same time. I do not want for patients to feel they can take advantage of me or dictate their treatment, but I also want them to feel as though they can talk to me honestly and that I would never try to ""sell"" them on something I did not believe. I am constantly working to find this balance of being an assertive yet compassionate dental professional.",D4L
6,QQZpQXEE,Public Self Reflection,14-03-17 13:56,13.93333333,"I have seen colleagues and faculty interact with patients in the dental clinic and these interactions have personally helped me to grow into a more competent practitioner. I have learned to spend time explaining treatment options to patients during the planning phase of their treatment in order to help them understand the treatment they will undergo. If I can learn to get patients involved with and excited about their treatment, I can secure that they will continue to return for treatment and will take pride in the work we accomplish in the dental office.",D4L
7,QQZpQXEE,Professional Progress,14-03-17 13:52,13.86666667,"After spending 2 years in the clinic, I feel I have grown immensely as a professional regarding the speed and accuracy of my dental procedures. Learning dental software has also made me complete dental procedures more efficiently and has made me more equipped to matriculate to private practice as I have experience in using similar software. I have learned to evaluate my work as a practitioner and have used past experiences to build on future procedures. Only through continuous dental treatment and repeating procedures hundreds of times will I gain the foresight of how to recommend treatments to patients and how to increase the prognosis of their work.",D4L
8,QQZpQXEE,Public Personal,14-03-17 14:03,14.05,"I expect to continue to grow, learn and improve upon my interactions with patients and with colleagues. I hope to grow into a confident practitioner and be able to communicate with my patients in a way such that they respect and trust me. I want to constantly be bettering myself and learning new techniques to try on patients to improve the quality of care I can provide. I want to also learn to be a competent business woman as dentistry has a lot to do with owning and running a successful practice. I want to really have a strong understanding of what I do in the dental office and have an evidence-based rationale backing up my work so I can know the reasons behind the work I do on my patients and why using certain materials is beneficial over using others, for instance.",D4L
9,QRN_WS47,Ethic Reflection,27-02-17 11:05,11.08333333,"I believe that I have remained an ethical practitioner during my education.  I don't think I fully grasped the scope of ethical issues that could come up in work.  I've had a lot of patients ask opinions on others work and it's hard to give a truthful response while upholding the fraternity of the profession.  Also, it seems like being unethical can get you ahead in clinic requirements(and I'm sure ahead financial wise in the real world), and it's hard to not cross that line and remain true to yourself.",D4L
